measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Greenland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,24.89853515965314,30.054112380532956,20.14001825718159
Deaths,Greenland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,44.312593824552714,53.48811350292183,35.84373309220798
Deaths,Djibouti,Both,All ages,Non-communicable diseases,Number,2019,3203.0313682104324,4156.219620255274,2470.5100925613187
Deaths,Djibouti,Both,All ages,Non-communicable diseases,Rate,2019,266.2986423267173,345.5463012539964,205.39714035679359
Deaths,Bhutan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,815.6985538273992,1087.3238571519332,605.3169075978135
Deaths,Bhutan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,108.14699419295624,144.15963631848624,80.25416225603725
Deaths,Iraq,Both,All ages,Non-communicable diseases,Number,2019,138391.8866210783,163445.68334610315,113550.08298384449
Deaths,Iraq,Both,All ages,Non-communicable diseases,Rate,2019,328.5697115922221,388.052380448171,269.5903562571434
Deaths,Poland,Both,All ages,Total burden related to hepatitis B,Number,2019,1754.835018050806,2202.8498444408624,1379.6422533905627
Deaths,Poland,Both,All ages,Total burden related to hepatitis B,Rate,2019,4.565787333666357,5.731447010265771,3.5895984868813207
Deaths,Poland,Both,All ages,Total burden related to hepatitis C,Number,2019,1960.2060926445213,2454.1949212900727,1571.3580796901915
Deaths,Poland,Both,All ages,Total burden related to hepatitis C,Rate,2019,5.100128534654551,6.3854048789275275,4.088411014770413
Deaths,Poland,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,682.5059995910723,928.72570890616,488.2682189584203
Deaths,Poland,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.7757665057000769,2.416389024926147,1.2703922742711293
Deaths,Poland,Both,All ages,Total cancers,Number,2019,121239.36194454956,141591.04075151007,102369.33436358551
Deaths,Poland,Both,All ages,Total cancers,Rate,2019,315.4445502934382,368.3962160397028,266.3478933263354
Deaths,Romania,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,8310.248305615287,9790.789357328258,7063.328848616153
Deaths,Romania,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,43.199145501582464,50.89543879654907,36.71728682892857
Deaths,Timor-Leste,Both,All ages,Total burden related to hepatitis B,Number,2019,81.64843096504208,122.24153397362362,46.05189187925499
Deaths,Timor-Leste,Both,All ages,Total burden related to hepatitis B,Rate,2019,6.116796786043548,9.15788109205718,3.4500364662103333
Deaths,Timor-Leste,Both,All ages,Total burden related to hepatitis C,Number,2019,74.38712107561112,113.03054588684013,42.58163949683663
Deaths,Timor-Leste,Both,All ages,Total burden related to hepatitis C,Rate,2019,5.572806454947615,8.46782812153965,3.190058064070249
Deaths,Timor-Leste,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,23.528596130549225,36.3830947225928,14.120570831622418
Deaths,Timor-Leste,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.7626749159831319,2.725686142833022,1.057860650340592
Deaths,Kazakhstan,Both,All ages,Injuries,Number,2019,13787.03537334213,15580.706300361566,12135.366881030146
Deaths,Kazakhstan,Both,All ages,Injuries,Rate,2019,74.96185453871091,84.71427015820821,65.9815241113109
Deaths,Greece,Both,All ages,Injuries,Number,2019,3885.0124035715953,4078.9296774756526,3639.2875295136373
Deaths,Greece,Both,All ages,Injuries,Rate,2019,37.58293416289621,39.4588561371696,35.205834477084125
Deaths,Democratic People's Republic of Korea,Both,All ages,Non-communicable diseases,Number,2019,203346.61381199432,233375.32382227347,179648.97415563793
Deaths,Democratic People's Republic of Korea,Both,All ages,Non-communicable diseases,Rate,2019,775.1598815791642,889.6297065700257,684.8241774070241
Deaths,Guinea,Both,All ages,Injuries,Number,2019,7542.846996263954,9624.539590841068,5762.4944247539715
Deaths,Guinea,Both,All ages,Injuries,Rate,2019,59.659559780856874,76.12454493209421,45.5780000297959
Deaths,Guinea-Bissau,Both,All ages,Injuries,Number,2019,1258.4145651841648,1594.7407134176356,990.2594878212451
Deaths,Guinea-Bissau,Both,All ages,Injuries,Rate,2019,66.19083891920117,83.8811220086845,52.08625842390356
Deaths,Egypt,Both,All ages,Injuries,Number,2019,42652.73167317649,55817.938737897995,30210.684420392477
Deaths,Egypt,Both,All ages,Injuries,Rate,2019,43.05332079355113,56.3421738361672,30.49441938936495
Deaths,Bangladesh,Both,All ages,Non-communicable diseases,Number,2019,632880.969653976,754285.0558096808,525563.6399934259
Deaths,Bangladesh,Both,All ages,Non-communicable diseases,Rate,2019,397.3889034342577,473.6190936013453,330.0038531670395
Deaths,Jordan,Both,All ages,Non-communicable diseases,Number,2019,26126.096595225452,30416.78323335846,22628.78165420828
Deaths,Jordan,Both,All ages,Non-communicable diseases,Rate,2019,224.51433117689334,261.3863008314077,194.46019270138441
Deaths,Sri Lanka,Both,All ages,Injuries,Number,2019,13919.679461952754,17902.473145381973,10689.15386910281
Deaths,Sri Lanka,Both,All ages,Injuries,Rate,2019,63.69264970544473,81.916825313877,48.91064732440712
Deaths,Argentina,Both,All ages,Non-communicable diseases,Number,2019,279801.6279554289,286445.83225573396,273614.5129938249
Deaths,Argentina,Both,All ages,Non-communicable diseases,Rate,2019,620.1925399612725,634.9197092459477,606.4785291775994
Deaths,Germany,Both,All ages,Injuries,Number,2019,39800.6115798759,41958.324192814376,36856.70382799144
Deaths,Germany,Both,All ages,Injuries,Rate,2019,46.87164119115947,49.41269589792766,43.40471487096278
Deaths,Gambia,Both,All ages,Non-communicable diseases,Number,2019,6218.011471555516,7438.935734360027,5050.713547901882
Deaths,Gambia,Both,All ages,Non-communicable diseases,Rate,2019,276.86479436940516,331.2279853201325,224.88938372910434
Deaths,Sri Lanka,Both,All ages,Non-communicable diseases,Number,2019,111889.54195218759,142037.3492992451,86846.79149878991
Deaths,Sri Lanka,Both,All ages,Non-communicable diseases,Rate,2019,511.97597047709525,649.9240990954232,397.3871872620133
Deaths,Kazakhstan,Both,All ages,Total burden related to hepatitis B,Number,2019,1337.3537862060766,1808.5974694712831,969.1665124096404
Deaths,Kazakhstan,Both,All ages,Total burden related to hepatitis B,Rate,2019,7.271361628781554,9.833573118099693,5.269480868056249
Deaths,Kazakhstan,Both,All ages,Total burden related to hepatitis C,Number,2019,1749.648507032958,2322.535620702986,1301.6503466335062
Deaths,Kazakhstan,Both,All ages,Total burden related to hepatitis C,Rate,2019,9.51306015589653,12.627919827981659,7.077237513531547
Deaths,Georgia,Both,All ages,Non-communicable diseases,Number,2019,45961.47875624022,52172.34442155574,40197.80489603754
Deaths,Georgia,Both,All ages,Non-communicable diseases,Rate,2019,1254.1497915615496,1423.6255371284772,1096.8765582798533
Deaths,Mexico,Both,All ages,Injuries,Number,2019,81697.69984232445,94619.48718549339,70433.27426466584
Deaths,Mexico,Both,All ages,Injuries,Rate,2019,65.38945539886302,75.73183515717301,56.373599930157106
Deaths,Azerbaijan,Both,All ages,Injuries,Number,2019,3121.609304579411,3773.3797980583154,2635.136121359919
Deaths,Azerbaijan,Both,All ages,Injuries,Rate,2019,30.36976673835786,36.71076457715235,25.63692682877381
Deaths,North Macedonia,Both,All ages,Injuries,Number,2019,743.0297901523631,920.1148070345924,599.0038970838931
Deaths,North Macedonia,Both,All ages,Injuries,Rate,2019,34.515681167004004,42.74174432512741,27.82530095502761
Deaths,Guatemala,Both,All ages,Injuries,Number,2019,15216.438669687914,18855.372423482375,12132.01115247667
Deaths,Guatemala,Both,All ages,Injuries,Rate,2019,85.59866816915884,106.06915338861461,68.24750649007694
Deaths,Guinea,Both,All ages,Total burden related to hepatitis B,Number,2019,2266.923652944915,3017.756790211333,1666.5124264007964
Deaths,Guinea,Both,All ages,Total burden related to hepatitis B,Rate,2019,17.930055754610066,23.868711869520165,13.181150005779601
Deaths,Guinea,Both,All ages,Total burden related to hepatitis C,Number,2019,449.77109003484867,628.4548342895225,304.64799222287826
Deaths,Guinea,Both,All ages,Total burden related to hepatitis C,Rate,2019,3.5574293429160138,4.970714476169956,2.409589524106903
Deaths,Guinea,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,321.451342741074,454.22168661590496,219.35451820741818
Deaths,Guinea,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.542494313936994,3.5926309893128523,1.7349674464666265
Deaths,Guinea,Both,All ages,Total cancers,Number,2019,8408.57011313874,10296.085874145376,6748.152032283373
Deaths,Guinea,Both,All ages,Total cancers,Rate,2019,66.50692922510562,81.43608786200511,53.37398196990193
Deaths,Iceland,Both,All ages,Total burden related to hepatitis B,Number,2019,4.546926167550061,5.919007411013797,3.504138273011237
Deaths,Iceland,Both,All ages,Total burden related to hepatitis B,Rate,2019,1.3184224956014161,1.7162699007529398,1.0160566845810892
Deaths,Iceland,Both,All ages,Total burden related to hepatitis C,Number,2019,7.401769727735097,9.300609852227833,5.7314984594106635
Deaths,Iceland,Both,All ages,Total burden related to hepatitis C,Rate,2019,2.1462102872819737,2.6967962091621835,1.661899979005693
Deaths,Iceland,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,3.4770421009672403,4.481982062011324,2.600634003782444
Deaths,Iceland,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.0081999036589708,1.2995913629760285,0.7540774244109176
Deaths,Iceland,Both,All ages,Total cancers,Number,2019,648.9688747220582,713.2437607165228,573.1024278250842
Deaths,Iceland,Both,All ages,Total cancers,Rate,2019,188.17441318597778,206.81149953281366,166.17624858762548
Deaths,Ireland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,1939.0091535808385,2170.8171337125486,1639.8704262096521
Deaths,Ireland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,39.488147217071294,44.20894372730356,33.396152198406035
Deaths,Serbia,Both,All ages,Non-communicable diseases,Number,2019,111547.59025507655,133155.2489601549,93151.80707469171
Deaths,Serbia,Both,All ages,Non-communicable diseases,Rate,2019,1275.2982121315463,1522.3336563928,1064.983409749371
Deaths,Nicaragua,Both,All ages,Non-communicable diseases,Number,2019,23944.124902132186,27474.066353196675,20352.87095851441
Deaths,Nicaragua,Both,All ages,Non-communicable diseases,Rate,2019,367.784697489981,422.00503145681165,312.62259611180383
Deaths,Germany,Both,All ages,Total burden related to hepatitis B,Number,2019,1980.7301810606652,2605.91537669065,1508.7687824438303
Deaths,Germany,Both,All ages,Total burden related to hepatitis B,Rate,2019,2.3326293405531016,3.0688857698992797,1.776818651874355
Deaths,Germany,Both,All ages,Total burden related to hepatitis C,Number,2019,5748.265298608469,7178.189595220812,4506.0515057662815
Deaths,Germany,Both,All ages,Total burden related to hepatitis C,Rate,2019,6.769509760101288,8.453476309882223,5.306602611954639
Deaths,Germany,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,3086.2482341671116,4041.433289400846,2305.915658481261
Deaths,Germany,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,3.6345552019575726,4.759439705056787,2.715587702578392
Deaths,Germany,Both,All ages,Total cancers,Number,2019,270525.45571318705,284083.33528372156,251409.68192358126
Deaths,Germany,Both,All ages,Total cancers,Rate,2019,318.58736813166706,334.55395862658247,296.07546053548367
Deaths,Greece,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,6464.932707260582,7164.7022958106,5529.25558583924
Deaths,Greece,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,62.54063438282942,69.31008365189614,53.48905667878465
Deaths,Viet Nam,Both,All ages,Total burden related to hepatitis B,Number,2019,7602.7713085021005,10479.994886045302,5417.512751793747
Deaths,Viet Nam,Both,All ages,Total burden related to hepatitis B,Rate,2019,7.888907650196142,10.874417824206269,5.621405150628048
Deaths,Viet Nam,Both,All ages,Total burden related to hepatitis C,Number,2019,7414.839835808789,10184.697346151572,5128.273698448116
Deaths,Viet Nam,Both,All ages,Total burden related to hepatitis C,Rate,2019,7.6939032271399155,10.568006526664458,5.3212803555915125
Deaths,Viet Nam,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,2431.9541750244225,3410.03956104507,1607.3585355717375
Deaths,Viet Nam,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.5234827035796425,3.53837911059041,1.6678527517590456
Deaths,Viet Nam,Both,All ages,Total cancers,Number,2019,112271.02173162885,134949.91610692823,90452.93933371021
Deaths,Viet Nam,Both,All ages,Total cancers,Rate,2019,116.496430879556,140.02886347228863,93.85720760723798
Deaths,Czechia,Both,All ages,Injuries,Number,2019,5506.751367256234,6608.517039468649,4609.6248173162985
Deaths,Czechia,Both,All ages,Injuries,Rate,2019,51.73822842835575,62.08977695883703,43.30934989827934
Deaths,Gabon,Both,All ages,Injuries,Number,2019,1064.8658383404247,1393.1439201044836,800.3354024248381
Deaths,Gabon,Both,All ages,Injuries,Rate,2019,60.848153834792484,79.60649361861068,45.73245749161565
Deaths,Bhutan,Both,All ages,Injuries,Number,2019,340.5256389228405,443.3861702241826,246.04063281207488
Deaths,Bhutan,Both,All ages,Injuries,Rate,2019,45.147590519001525,58.78505159961111,32.62057381750501
Deaths,Ukraine,Both,All ages,Non-communicable diseases,Number,2019,632399.1148970019,719373.9608215706,557757.3361795794
Deaths,Ukraine,Both,All ages,Non-communicable diseases,Rate,2019,1435.8860433263965,1633.3657115322756,1266.4090693953683
Deaths,Lebanon,Both,All ages,Total burden related to hepatitis B,Number,2019,311.59435494642923,470.2309846031151,219.3531685952791
Deaths,Lebanon,Both,All ages,Total burden related to hepatitis B,Rate,2019,6.018740738334799,9.08295782169943,4.237014666501935
Deaths,Lebanon,Both,All ages,Total burden related to hepatitis C,Number,2019,283.78013483677165,432.1798590267827,170.8566755675945
Deaths,Lebanon,Both,All ages,Total burden related to hepatitis C,Rate,2019,5.481482675017875,8.347964212187025,3.300258869683092
Deaths,Lebanon,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,87.90727680950519,141.40521851675555,55.22684330387642
Deaths,Lebanon,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.6980124951891618,2.7313760207441957,1.066758901007116
Deaths,Lebanon,Both,All ages,Total cancers,Number,2019,7480.15446658129,9535.86849835878,6354.2489235494795
Deaths,Lebanon,Both,All ages,Total cancers,Rate,2019,144.48628385706837,184.19435171199748,122.73834955791335
Deaths,Libya,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,1689.03363594324,2153.823618264383,1334.6316857335678
Deaths,Libya,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,25.076428410862324,31.97698531496041,19.814759878050733
Deaths,Thailand,Both,All ages,Non-communicable diseases,Number,2019,379648.044818625,481857.00398863165,291898.045477422
Deaths,Thailand,Both,All ages,Non-communicable diseases,Rate,2019,541.4911645550695,687.2715763977509,416.3335350572662
Deaths,Afghanistan,Both,All ages,Injuries,Number,2019,49434.90671235635,57956.33716781918,43556.324818185865
Deaths,Afghanistan,Both,All ages,Injuries,Rate,2019,129.148611612506,151.41083451259414,113.79082618570003
Deaths,Guatemala,Both,All ages,Total burden related to hepatitis B,Number,2019,286.2703864900426,400.51704229177193,203.14046821643365
Deaths,Guatemala,Both,All ages,Total burden related to hepatitis B,Rate,2019,1.6103875783124069,2.253071572359543,1.1427479128362088
Deaths,Guatemala,Both,All ages,Total burden related to hepatitis C,Number,2019,1725.8427634245777,2318.9523420409673,1251.6728073900813
Deaths,Guatemala,Both,All ages,Total burden related to hepatitis C,Rate,2019,9.708568819904706,13.045051889959048,7.0411695944055195
Deaths,Sweden,Both,All ages,Total burden related to hepatitis B,Number,2019,128.77627490211512,150.56737990141895,109.51245081245628
Deaths,Sweden,Both,All ages,Total burden related to hepatitis B,Rate,2019,1.2597280364849115,1.4728951430383137,1.0712835476681426
Deaths,Sweden,Both,All ages,Total burden related to hepatitis C,Number,2019,401.1536083693335,455.62702327455594,347.883756835719
Deaths,Sweden,Both,All ages,Total burden related to hepatitis C,Rate,2019,3.924204577155674,4.45707981408378,3.403102957099564
Deaths,Sweden,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,155.31335754705773,197.6630063386753,118.96635982022084
Deaths,Sweden,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.519321715831215,1.9335986465674202,1.1637645131294494
Deaths,Sweden,Both,All ages,Total cancers,Number,2019,26188.62879569434,27563.70717523366,23989.265529604527
Deaths,Sweden,Both,All ages,Total cancers,Rate,2019,256.184999574719,269.6364275523226,234.67017030345474
Deaths,Switzerland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,2703.422298568742,3050.876223956376,2232.9168719729973
Deaths,Switzerland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,30.80751577858933,34.767012707492874,25.44575510899864
Deaths,Greece,Both,All ages,Total burden related to hepatitis B,Number,2019,372.4840073112075,463.32455195908943,299.19600597456764
Deaths,Greece,Both,All ages,Total burden related to hepatitis B,Rate,2019,3.603345490130016,4.482121116607899,2.894370114238545
Deaths,Greece,Both,All ages,Total burden related to hepatitis C,Number,2019,397.35899160418836,501.8686940899634,306.22176924765586
Deaths,Greece,Both,All ages,Total burden related to hepatitis C,Rate,2019,3.843981760976078,4.85499044251744,2.96233612595419
Deaths,Czechia,Both,All ages,Total burden related to hepatitis B,Number,2019,505.5088773495381,679.8951988895645,367.0501648304185
Deaths,Czechia,Both,All ages,Total burden related to hepatitis B,Rate,2019,4.749466976916284,6.387899282443464,3.448589559641577
Deaths,Czechia,Both,All ages,Total burden related to hepatitis C,Number,2019,574.8680122089879,782.0346791448305,415.2328011523448
Deaths,Czechia,Both,All ages,Total burden related to hepatitis C,Rate,2019,5.401125009688399,7.347542347576715,3.9012855464491873
Deaths,Czechia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,189.0842429499446,264.7684422036669,131.02127536273892
Deaths,Czechia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.7765254142609503,2.487610068035204,1.2309995897035502
Deaths,Kuwait,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,946.4788873076149,1130.1090208573826,793.5633564510761
Deaths,Kuwait,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,21.381809410161157,25.53017930005124,17.92731002251082
Deaths,Namibia,Both,All ages,Injuries,Number,2019,1756.285602682211,2341.5071074152497,1207.0963356496964
Deaths,Namibia,Both,All ages,Injuries,Rate,2019,73.08343877617017,97.43597001957187,50.230299108906685
Deaths,Azerbaijan,Both,All ages,Total burden related to hepatitis B,Number,2019,698.1455241692088,959.1744429468274,497.18814211914525
Deaths,Azerbaijan,Both,All ages,Total burden related to hepatitis B,Rate,2019,6.792175012850995,9.331694408699976,4.837084474051564
Deaths,Azerbaijan,Both,All ages,Total burden related to hepatitis C,Number,2019,731.8773357956006,1019.1205357785392,535.934725439332
Deaths,Azerbaijan,Both,All ages,Total burden related to hepatitis C,Rate,2019,7.120347807970785,9.914902836963014,5.214045388287744
Deaths,Azerbaijan,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,284.9341160876543,419.69941110870764,191.47714737445008
Deaths,Azerbaijan,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.772090225605014,4.083205799296838,1.8628584598839546
Deaths,Azerbaijan,Both,All ages,Total cancers,Number,2019,11895.287049430435,14131.40509166436,10200.025294342478
Deaths,Azerbaijan,Both,All ages,Total cancers,Rate,2019,115.72783706373716,137.48276431951282,99.23483648645401
Deaths,Georgia,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,1367.7909291855506,1540.7942135985813,1187.6739782987875
Deaths,Georgia,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,37.322878966441756,42.043615525785135,32.40803195707165
Deaths,Gambia,Both,All ages,Total burden related to hepatitis B,Number,2019,385.6109214361655,515.7644194594782,277.91827667661386
Deaths,Gambia,Both,All ages,Total burden related to hepatitis B,Rate,2019,17.169812078734036,22.965060548687177,12.374661397065749
Deaths,Gambia,Both,All ages,Total burden related to hepatitis C,Number,2019,75.26576335934004,104.92657611747453,50.98573239896695
Deaths,Gambia,Both,All ages,Total burden related to hepatitis C,Rate,2019,3.3513029351692376,4.671987990620887,2.2702039680994903
Deaths,Gambia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,62.984428368216534,87.87487338473414,42.731105968406695
Deaths,Gambia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.8044610223722204,3.912739444305909,1.902656326904549
Deaths,Gambia,Both,All ages,Total cancers,Number,2019,1066.1659946360278,1324.0552715122408,818.6243105942567
Deaths,Gambia,Both,All ages,Total cancers,Rate,2019,47.4723840923876,58.95522904033131,36.45027875154043
Deaths,Ghana,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,98200.25161814301,115918.21193662492,82993.4130094912
Deaths,Ghana,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,311.3886649062881,367.57153529126913,263.16845066277756
Deaths,Brunei Darussalam,Both,All ages,Total burden related to hepatitis B,Number,2019,31.22720001534002,38.38536765238975,25.201883240528264
Deaths,Brunei Darussalam,Both,All ages,Total burden related to hepatitis B,Rate,2019,7.143874011501094,8.781454317361595,5.7654569937251
Deaths,Brunei Darussalam,Both,All ages,Total burden related to hepatitis C,Number,2019,17.87899106414797,22.834344493497188,13.690036835995862
Deaths,Brunei Darussalam,Both,All ages,Total burden related to hepatitis C,Rate,2019,4.090192510128454,5.2238330723415425,3.1318817672132075
Deaths,Brunei Darussalam,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,3.2275667089876747,4.2996097051310835,2.3581241033346894
Deaths,Brunei Darussalam,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,0.7383732746258547,0.9836254937040452,0.5394701250650558
Deaths,Brunei Darussalam,Both,All ages,Total cancers,Number,2019,523.9179877935358,580.2656854119307,474.16044764578817
Deaths,Brunei Darussalam,Both,All ages,Total cancers,Rate,2019,119.85717884784974,132.7478911892133,108.47410262701982
Deaths,Japan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,131703.97344104497,147350.6955913368,104065.53659408234
Deaths,Japan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,103.06409812872964,115.30834000661409,81.43581696988394
Deaths,Finland,Both,All ages,Total burden related to hepatitis B,Number,2019,190.47005601896413,250.53747922238918,143.15057978271045
Deaths,Finland,Both,All ages,Total burden related to hepatitis B,Rate,2019,3.4417563965426794,4.527162902716233,2.586702781180904
Deaths,Finland,Both,All ages,Total burden related to hepatitis C,Number,2019,388.8800642742742,486.04905004719456,306.3408790979578
Deaths,Finland,Both,All ages,Total burden related to hepatitis C,Rate,2019,7.0269861661124,8.782810600249244,5.535519347213969
Deaths,Finland,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,150.38558185398432,201.46060549412388,109.88683256942124
Deaths,Finland,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.717437843574792,3.640353460817622,1.985633420793263
Deaths,Sudan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,53325.06152958782,67694.86782119329,42877.676400125674
Deaths,Sudan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,130.67169767025294,165.8845399897108,105.0706479588654
Deaths,Canada,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,13154.511066914314,14619.343924400378,11106.15519354131
Deaths,Canada,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,36.020176892196126,40.03123730909431,30.411291809219655
Deaths,Ghana,Both,All ages,Injuries,Number,2019,14186.454429330923,17257.457457110402,10944.724936432513
Deaths,Ghana,Both,All ages,Injuries,Rate,2019,44.9846210341796,54.72263613073917,34.70523984983984
Deaths,Afghanistan,Both,All ages,Total burden related to hepatitis B,Number,2019,2245.1095464810332,3311.7589383358645,1483.1535062659977
Deaths,Afghanistan,Both,All ages,Total burden related to hepatitis B,Rate,2019,5.865344958232397,8.651964721407607,3.8747360697374598
Deaths,Afghanistan,Both,All ages,Total burden related to hepatitis C,Number,2019,1907.4515802747937,2803.251733981825,1205.3241350426526
Deaths,Afghanistan,Both,All ages,Total burden related to hepatitis C,Rate,2019,4.983214082792947,7.323490495302396,3.148907299240318
Deaths,Afghanistan,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,427.48445090597903,627.6311364291934,267.4303665528819
Deaths,Afghanistan,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.1168024174028024,1.6396853006369494,0.698661388081376
Deaths,Afghanistan,Both,All ages,Total cancers,Number,2019,21223.55493123685,27018.922516584676,16493.276086275753
Deaths,Afghanistan,Both,All ages,Total cancers,Rate,2019,55.44650197885126,70.58689016218143,43.08865635932998
Deaths,Bangladesh,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,173582.9862295264,225277.59992218757,137017.74347679067
Deaths,Bangladesh,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,108.99356412993346,141.45285242235283,86.03407819490616
Deaths,Taiwan (Province of China),Both,All ages,Total burden related to hepatitis B,Number,2019,3678.860125339701,4947.228918735405,2712.904527419391
Deaths,Taiwan (Province of China),Both,All ages,Total burden related to hepatitis B,Rate,2019,15.575031140956717,20.944869292531404,11.485506667122314
Deaths,Taiwan (Province of China),Both,All ages,Total burden related to hepatitis C,Number,2019,2326.6389073999176,3123.958595091443,1707.8371355059953
Deaths,Taiwan (Province of China),Both,All ages,Total burden related to hepatitis C,Rate,2019,9.850190603038806,13.225768510868816,7.230396281166596
Deaths,Taiwan (Province of China),Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,1008.331697225172,1385.127277600692,697.6197828276869
Deaths,Taiwan (Province of China),Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,4.268930334296334,5.86415350076061,2.953482728861676
Deaths,Taiwan (Province of China),Both,All ages,Total cancers,Number,2019,56742.42415040168,72152.81626910284,45105.05165329511
Deaths,Taiwan (Province of China),Both,All ages,Total cancers,Rate,2019,240.22794915973543,305.47026035550596,190.9593080953751
Deaths,Gabon,Both,All ages,Total burden related to hepatitis B,Number,2019,110.89117639867537,165.84703087241323,71.17221519567161
Deaths,Gabon,Both,All ages,Total burden related to hepatitis B,Rate,2019,6.336500916344172,9.476767198481637,4.066895324333537
Deaths,Gabon,Both,All ages,Total burden related to hepatitis C,Number,2019,145.8637980518705,205.3019945582007,94.39600650102882
Deaths,Gabon,Both,All ages,Total burden related to hepatitis C,Rate,2019,8.334893000811928,11.73128754598428,5.393940267551757
Deaths,Gabon,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,32.079063690528955,48.36534412932793,19.903731873457797
Deaths,Gabon,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.8330495091846475,2.763673876927586,1.137331385153749
Deaths,Gabon,Both,All ages,Total cancers,Number,2019,1431.2937579236307,1753.2749312014744,1111.8331753247298
